Country,Year,AverageTemperature,Code,Annual nitrous oxide emissions in CO₂ equivalents,Annual methane emissions in CO₂ equivalents,Annual CO₂ emissions
Afghanistan,1976,13.5576145833333,AFG,3514267.2,11925375.0,6532011.0
Afghanistan,1977,14.463375,AFG,3448442.2,11751898.0,6657803.5
Afghanistan,1978,14.0481354166667,AFG,3394176.8,11749490.0,6077004.0
Afghanistan,1979,14.0841875,AFG,3295161.2,11528233.0,6031589.0
Afghanistan,1980,14.67509375,AFG,3330237.2,11657337.0,5369934.5
Afghanistan,1981,14.6048020833333,AFG,3299629.0,11609005.0,5488648.0
Afghanistan,1982,13.6171666666667,AFG,3345600.2,11494127.0,5247709.5
Afghanistan,1983,14.2180104166667,AFG,3148525.8,11019580.0,5541801.5
Afghanistan,1984,14.296875,AFG,2981419.2,10076178.0,5594443.0
Afghanistan,1985,14.88840625,AFG,2768535.0,9337422.0,6067651.0
Afghanistan,1986,14.1414583333333,AFG,2362961.8,8131074.0,5490134.5
Afghanistan,1987,14.9048854166667,AFG,2565585.5,8149979.5,5312946.5
Afghanistan,1988,15.26465625,AFG,2672242.0,8332617.0,4989576.0
Afghanistan,1989,13.9517604166667,AFG,2656725.2,7832164.5,4751048.5
Afghanistan,1990,14.9131354166667,AFG,2617457.0,7860158.5,3732238.5
Afghanistan,1991,14.1855,AFG,2691218.2,8227507.5,3517545.2
Afghanistan,1992,13.9179479166667,AFG,2636261.8,8383344.0,2498130.0
Afghanistan,1993,14.39090625,AFG,2674382.0,8582056.0,1656854.9
Afghanistan,1994,14.5314479166667,AFG,2519892.5,8982983.0,1711799.1
Afghanistan,1995,14.6337708333333,AFG,2638423.8,9510876.0,2004825.0
Afghanistan,1996,14.3453958333333,AFG,2863785.5,10511301.0,2752543.5
Afghanistan,1997,14.5277291666667,AFG,3149621.5,11336173.0,4115295.2
Afghanistan,1998,14.8073541666667,AFG,3414701.2,11979060.0,2720459.0
Afghanistan,1999,15.3047291666667,AFG,3662449.2,12909981.0,2340746.2
Afghanistan,2000,15.35034375,AFG,3181117.8,11647807.0,2155439.2
Afghanistan,2001,15.4873645833333,AFG,2810412.0,10360152.0,2608857.2
Afghanistan,2002,15.29703125,AFG,3252174.5,12468259.0,5756176.0
Afghanistan,2003,14.68003125,AFG,3378136.0,12881032.0,4865385.0
Afghanistan,2004,15.604875,AFG,3362918.5,12938814.0,3912919.8
Afghanistan,2005,14.57515625,AFG,3511403.8,13289402.0,4199476.0
Afghanistan,2006,15.3296145833333,AFG,3363144.0,13576259.0,4157761.0
Afghanistan,2007,14.96340625,AFG,3305759.8,13977637.0,4601168.0
Afghanistan,2008,14.9888229166667,AFG,3597508.2,15240240.0,5850332.5
Afghanistan,2009,14.838125,AFG,3895225.5,15681704.0,7831522.5
Afghanistan,2010,15.4339270833333,AFG,4313534.5,17632924.0,9570955.0
Afghanistan,2011,15.3175729166667,AFG,4477510.5,18206366.0,12914885.0
Afghanistan,2012,14.1524895833333,AFG,4489223.0,18100962.0,11051890.0
Afghanistan,2013,15.99921875,AFG,4488093.0,18211250.0,10202539.0
Albania,1850,14.6205833333333,ALB,43200.23,599838.75,749825.4
Albania,1851,15.13925,ALB,43941.914,606027.06,753367.25
Albania,1852,15.662,ALB,44668.26,612240.3,763333.4
Albania,1853,15.6674166666667,ALB,45369.79,618478.75,768694.94
Albania,1854,14.8289166666667,ALB,46037.004,624742.6,767192.75
Albania,1855,15.2344166666667,ALB,46660.42,631032.2,763308.9
Albania,1856,14.9955,ALB,47230.555,637347.9,762099.8
Albania,1857,14.9235,ALB,47737.926,643689.75,774252.06
Albania,1858,14.4515833333333,ALB,48173.027,650058.2,772163.56
Albania,1859,15.5679166666667,ALB,48526.39,656453.44,764994.4
Albania,1860,15.52825,ALB,48788.52,662875.7,760121.2
Albania,1861,15.4333333333333,ALB,48993.3,669325.5,761904.4
Albania,1862,15.8705,ALB,49183.465,675802.9,736928.06
Albania,1863,16.0694166666667,ALB,49362.766,682308.1,742131.0
Albania,1864,14.6995833333333,ALB,49534.965,688841.6,722992.7
Albania,1865,15.3509166666667,ALB,49703.832,695403.6,741544.75
Albania,1866,15.6926666666667,ALB,49873.117,701995.5,753733.7
Albania,1867,15.6141666666667,ALB,50046.582,708616.44,757385.44
Albania,1868,15.6225833333333,ALB,50227.996,715266.75,740555.44
Albania,1869,15.3880833333333,ALB,50421.11,721946.8,749923.1
Albania,1870,14.93175,ALB,50629.688,728656.75,775216.9
Albania,1871,14.7621666666667,ALB,51329.184,736114.1,778074.8
Albania,1872,16.1380833333333,ALB,52863.613,743601.6,798703.2
Albania,1873,15.7225,ALB,55039.586,751119.25,819221.56
Albania,1874,14.828,ALB,57663.707,758667.44,820687.2
Albania,1875,14.503,ALB,60542.6,766246.6,822128.3
Albania,1876,15.5945833333333,ALB,63482.875,773858.4,828076.2
Albania,1877,15.30175,ALB,66291.14,781501.6,848912.2
Albania,1878,15.48125,ALB,68774.0,789176.75,862615.56
Albania,1879,15.2240833333333,ALB,70738.08,796884.0,857571.44
Albania,1880,15.3009166666667,ALB,71989.97,804623.9,870407.6
Albania,1881,15.0301666666667,ALB,72763.57,812398.25,892904.56
Albania,1882,15.4831666666667,ALB,73435.336,820205.75,871091.56
Albania,1883,14.826,ALB,74025.734,828046.75,892171.8
Albania,1884,14.6955833333333,ALB,74555.24,835921.75,870590.9
Albania,1885,15.5491666666667,ALB,75044.35,843830.75,905325.5
Albania,1886,15.5544166666667,ALB,75513.516,851776.0,929862.1
Albania,1887,15.4138333333333,ALB,75983.234,859756.2,942979.25
Albania,1888,14.7859166666667,ALB,76473.984,867771.5,925917.25
Albania,1889,14.9379166666667,ALB,77006.22,875822.44,953922.4
Albania,1890,14.98875,ALB,82986.55,883909.4,990782.3
Albania,1891,14.9328333333333,ALB,79556.65,893101.4,994495.1
Albania,1892,15.5683333333333,ALB,76280.734,902333.1,1026713.9
Albania,1893,14.7171666666667,ALB,73214.23,911605.2,1054816.8
Albania,1894,15.2421666666667,ALB,70412.65,920918.0,1059970.9
Albania,1895,15.3065833333333,ALB,67931.44,930271.9,1062645.5
Albania,1896,14.9795833333333,ALB,65826.07,939669.2,1077594.6
Albania,1897,15.2198333333333,ALB,64152.03,949108.5,1121318.4
Albania,1898,15.7988333333333,ALB,62964.777,958590.25,1132579.0
Albania,1899,15.4661666666667,ALB,62319.79,968114.9,1135815.5
Albania,1900,15.9615,ALB,62272.543,977683.0,1156419.5
Albania,1901,15.3175833333333,ALB,62608.03,987147.4,1174177.6
Albania,1902,15.43075,ALB,63068.645,996639.6,1189908.5
Albania,1903,15.3921666666667,ALB,63645.957,1006160.0,1212600.9
Albania,1904,15.44025,ALB,64331.53,1015708.6,1242450.2
Albania,1905,15.0688333333333,ALB,65116.95,1025286.0,1249277.4
Albania,1906,15.0381666666667,ALB,65993.766,1034893.75,1251475.9
Albania,1907,15.1803333333333,ALB,66953.555,1044530.6,1248422.5
Albania,1908,15.19475,ALB,67987.875,1054196.8,1265899.8
Albania,1909,15.3995,ALB,69088.31,1063892.4,1241534.1
Albania,1910,15.4825833333333,ALB,70246.44,1073617.8,1168364.1
Albania,1911,15.406,ALB,72482.52,1082277.0,1155698.9
Albania,1912,14.9626666666667,ALB,76643.42,1090967.9,1164687.9
Albania,1913,15.3289166666667,ALB,82460.5,1099690.6,1103181.5
Albania,1914,14.9621666666667,ALB,89665.09,1106812.8,1110790.4
Albania,1915,15.5546666666667,ALB,97988.59,1113945.1,1058444.1
Albania,1916,16.4091666666667,ALB,107162.37,1121085.2,1055415.2
Albania,1917,15.54175,ALB,116917.76,1128235.6,1067592.0
Albania,1918,15.56625,ALB,126986.15,1135396.5,1063182.9
Albania,1919,15.2005833333333,ALB,137098.89,1142568.0,1017602.75
Albania,1920,15.7331666666667,ALB,146987.38,1149750.0,960529.8
Albania,1921,15.4416666666667,ALB,158500.52,1152623.5,966783.0
Albania,1922,15.6198333333333,ALB,173010.45,1155482.2,886455.94
Albania,1923,16.1629166666667,ALB,189533.36,1158326.5,827428.9
Albania,1924,15.5225833333333,ALB,207085.39,1161156.5,780627.44
Albania,1925,15.55,ALB,224682.69,1163489.2,778135.9
Albania,1926,16.1375,ALB,241341.39,1166772.9,712257.2
Albania,1927,16.5359166666667,ALB,256077.69,1169560.0,695121.9
Albania,1928,15.871,ALB,267907.7,1172334.1,689613.6
Albania,1929,14.9861666666667,ALB,275847.6,1175095.5,639331.4
Albania,1930,16.1145,ALB,278913.5,1177844.1,724727.0
Albania,1931,15.6438333333333,ALB,275967.78,1184674.9,794074.25
Albania,1932,15.5485833333333,ALB,267458.03,1190967.5,807228.06
Albania,1933,15.0258333333333,ALB,254778.44,1198778.5,826134.3
Albania,1934,16.41025,ALB,239323.0,1204960.6,793634.6
Albania,1935,15.83775,ALB,222485.92,1213930.4,831202.8
Albania,1936,15.9984166666667,ALB,205661.28,1258074.1,922333.2
Albania,1937,16.1453333333333,ALB,190243.19,1320310.5,1074067.1
Albania,1938,15.51575,ALB,177625.8,1357073.4,1150740.2
Albania,1939,15.9298333333333,ALB,169203.14,1409175.0,1241509.8
Albania,1940,14.5175,ALB,166369.39,1493492.8,1731740.8
Albania,1941,14.9616666666667,ALB,176317.94,1509061.5,1802800.0
Albania,1942,15.30325,ALB,202740.08,1569911.4,1991408.4
Albania,1943,16.2144166666667,ALB,241776.67,1536664.2,1809246.6
Albania,1944,15.3616666666667,ALB,289568.66,1498797.4,1488304.6
Albania,1945,15.9280833333333,ALB,342256.9,1513659.2,1520498.9
Albania,1946,16.3669166666667,ALB,395982.4,1615200.6,1933822.5
Albania,1947,16.3448333333333,ALB,446885.97,1748732.2,2367041.8
Albania,1948,15.7219166666667,ALB,491108.6,1722160.2,2193209.2
Albania,1949,15.5125833333333,ALB,524791.1,1826915.0,2543988.5
Albania,1950,16.7425,ALB,544074.5,1667192.5,1958971.9
Albania,1951,16.3969166666667,ALB,554267.5,1725171.6,2227946.2
Albania,1952,16.3938333333333,ALB,563379.3,1759776.2,2474753.2
Albania,1953,15.5261666666667,ALB,571601.06,1809613.8,2625587.8
Albania,1954,15.44025,ALB,579124.0,1877518.8,2921089.5
Albania,1955,16.0856666666667,ALB,586139.1,1961825.8,3192619.5
Albania,1956,15.1954166666667,ALB,592837.9,2062311.2,3517283.0
Albania,1957,16.0435,ALB,599411.25,2314986.2,4370855.0
Albania,1958,16.0815833333333,ALB,606050.56,2288219.2,4182006.8
Albania,1959,15.3729166666667,ALB,612946.94,2425063.0,4627432.5
Albania,1960,16.2988333333333,ALB,620291.44,2686292.0,4695852.0
Albania,1961,16.1898333333333,ALB,677003.94,2656703.2,4284731.5
Albania,1962,15.9913333333333,ALB,680513.94,2727761.8,4124419.8
Albania,1963,16.0649166666667,ALB,673494.2,2618613.8,3253475.5
Albania,1964,15.46625,ALB,682772.6,2597049.0,3717587.8
Albania,1965,15.3125,ALB,721581.56,2752287.5,4173362.8
Albania,1966,16.0006666666667,ALB,731218.2,2857242.5,4606109.0
Albania,1967,15.55225,ALB,764472.56,2899063.0,4509066.0
Albania,1968,15.7114166666667,ALB,786447.3,2883300.8,4858675.0
Albania,1969,15.7161666666667,ALB,758450.4,2892743.0,5071398.0
Albania,1970,15.6711666666667,ALB,788652.8,2948399.0,5456974.0
Albania,1971,15.4518333333333,ALB,814779.5,2899238.5,5924630.0
Albania,1972,15.494,ALB,818100.5,3144033.5,7021870.0
Albania,1973,15.50625,ALB,840791.5,3193896.2,6543256.0
Albania,1974,15.435,ALB,859655.06,3095619.0,5364293.0
Albania,1975,15.4868333333333,ALB,864954.7,3203910.0,5809940.5
Albania,1976,14.9896666666667,ALB,960920.5,3381401.5,6648027.0
Albania,1977,16.0381666666667,ALB,1012266.9,3498647.5,7151408.0
Albania,1978,15.1200833333333,ALB,1172486.4,3779275.0,7949981.0
Albania,1979,15.865,ALB,1201685.8,3814458.0,8845523.0
Albania,1980,15.0523333333333,ALB,1220356.8,3883040.0,6218069.0
Albania,1981,15.4911666666667,ALB,1241396.9,3895481.0,8127210.5
Albania,1982,16.0765,ALB,1246572.5,4339030.0,7921998.5
Albania,1983,15.4458333333333,ALB,1284421.6,4631142.0,8223387.5
Albania,1984,15.5470833333333,ALB,1307822.4,4281424.0,8268734.5
Albania,1985,15.9128333333333,ALB,1279613.2,4207735.0,8275944.5
Albania,1986,16.0686666666667,ALB,1309782.1,4320511.0,8335381.0
Albania,1987,15.9303333333333,ALB,1308643.6,4467191.0,7843526.0
Albania,1988,15.988,ALB,1367933.0,4418298.0,7528580.5
Albania,1989,15.7046666666667,ALB,1448117.8,4498532.0,9304400.0
Albania,1990,16.3710833333333,ALB,1367545.0,3990253.0,5837159.0
Albania,1991,15.3635833333333,ALB,1043461.6,4104003.5,4413641.5
Albania,1992,16.0605,ALB,984415.9,3308423.5,2698117.8
Albania,1993,16.0496666666667,ALB,1047798.06,3459557.5,2217636.8
Albania,1994,16.9555,ALB,1264367.6,4044858.0,1240555.5
Albania,1995,15.6706666666667,ALB,1257648.9,3988487.8,1441062.2
Albania,1996,15.6365833333333,ALB,1121238.2,3798415.5,1395971.5
Albania,1997,15.9025833333333,ALB,1053503.2,3546725.5,974466.06
Albania,1998,16.2740833333333,ALB,1093446.1,3397230.0,1207893.6
Albania,1999,16.5724166666667,ALB,1092886.8,3448687.8,2247472.5
Albania,2000,16.66775,ALB,1144927.5,3501027.5,2177198.5
Albania,2001,16.5885,ALB,1110301.2,3439505.0,2422307.2
Albania,2002,16.47175,ALB,1247498.0,3401352.8,2827374.5
Albania,2003,16.6923333333333,ALB,1260388.8,3419628.8,3607131.2
Albania,2004,16.16225,ALB,1204834.9,3351331.8,3137805.8
Albania,2005,15.66725,ALB,1216983.0,3334003.2,4511981.5
Albania,2006,15.921,ALB,1179681.8,3299239.8,3658778.2
Albania,2007,16.672,ALB,1152901.1,3176083.5,4630718.5
Albania,2008,16.7075833333333,ALB,1090445.8,3002757.8,5458235.5
Albania,2009,16.73,ALB,1076107.0,2890672.5,4756610.5
Albania,2010,16.5166666666667,ALB,1069251.4,2922731.0,4917931.0
Albania,2011,16.4485,ALB,1110174.8,2871856.5,5450683.5
Albania,2012,16.7025,ALB,1105548.1,2935700.8,5120732.0
Albania,2013,17.413625,ALB,1083050.4,2963638.5,5394649.0
Algeria,1850,17.3249166666667,DZA,89805.22,1309251.8,686560.3
Algeria,1851,17.3145,DZA,91520.25,1323388.1,646818.1
Algeria,1852,17.8197833333333,DZA,93194.836,1337523.1,621389.94
Algeria,1853,17.4326,DZA,94803.94,1351332.0,603350.9
Algeria,1854,17.2086166666667,DZA,96322.52,1365140.6,589354.4
Algeria,1855,17.26975,DZA,97725.58,1378948.9,577654.06
Algeria,1856,17.5495333333333,DZA,98988.055,1392756.5,567309.3
Algeria,1857,17.2909333333333,DZA,100084.93,1406563.5,557844.0
Algeria,1858,18.0436666666667,DZA,100991.164,1425730.2,548952.7
Algeria,1859,17.3269333333333,DZA,101681.74,1441551.8,540476.6
Algeria,1860,16.88865,DZA,102131.63,1457409.2,530986.9
Algeria,1861,17.2917666666667,DZA,102430.24,1473303.5,522376.5
Algeria,1862,17.8952666666667,DZA,102690.28,1489235.5,514279.06
Algeria,1863,17.2839666666667,DZA,102921.664,1505205.4,506523.6
Algeria,1864,17.8684,DZA,103134.32,1518764.2,499000.12
Algeria,1865,17.7602833333333,DZA,103338.164,1532322.6,491659.97
Algeria,1866,17.8214,DZA,103543.125,1545880.5,484466.28
Algeria,1867,18.1350333333333,DZA,103759.11,1559437.2,477394.78
Algeria,1868,17.47045,DZA,103996.055,1573400.0,470457.6
Algeria,1869,17.5367666666667,DZA,104263.89,1587358.2,463605.9
Algeria,1870,17.5064666666667,DZA,104572.51,1601311.2,459905.28
Algeria,1871,17.3510333333333,DZA,106176.26,1615259.2,454824.53
Algeria,1872,17.6860833333333,DZA,109982.695,1629201.5,449169.75
Algeria,1873,17.5412,DZA,115481.64,1643138.0,443258.5
Algeria,1874,17.4804666666667,DZA,122162.91,1657041.5,437225.12
Algeria,1875,17.3434833333333,DZA,129516.3,1670938.5,431142.9
Algeria,1876,17.72475,DZA,137031.61,1684829.2,425048.44
Algeria,1877,17.7582333333333,DZA,144198.66,1698713.0,418978.4
Algeria,1878,18.2016333333333,DZA,150507.25,1712590.0,412896.16
Algeria,1879,17.3668333333333,DZA,155447.16,1728924.0,406862.75
Algeria,1880,17.6533,DZA,158508.22,1745318.2,405091.84
Algeria,1881,18.27555,DZA,160307.48,1761773.5,401611.03
Algeria,1882,17.3153666666667,DZA,161838.06,1778291.6,397214.22
Algeria,1883,16.9826,DZA,163153.98,1794865.8,392231.2
Algeria,1884,16.7614833333333,DZA,164309.3,1812466.0,386955.03
Algeria,1885,17.1629833333333,DZA,165358.0,1830198.5,381495.7
Algeria,1886,17.1883666666667,DZA,166354.11,1848068.0,375950.8
Algeria,1887,17.27,DZA,167351.66,1864749.6,370320.5
Algeria,1888,17.21075,DZA,168404.69,1881492.0,364690.16
Algeria,1889,16.8545166666667,DZA,169567.17,1896863.0,359010.94
Algeria,1890,16.5511,DZA,176578.92,1912249.0,366204.6
Algeria,1891,17.115,DZA,178277.8,1927651.0,367914.44
Algeria,1892,17.83615,DZA,180049.55,1943158.6,366632.03
Algeria,1893,18.0854833333333,DZA,181894.42,1958486.0,363688.66
Algeria,1894,17.45635,DZA,183812.61,1974485.2,359792.6
Algeria,1895,18.4702,DZA,185804.39,1990517.0,355334.72
Algeria,1896,16.8492666666667,DZA,187869.95,2006581.5,350559.3
Algeria,1897,18.0655333333333,DZA,190009.55,2022670.8,345600.7
Algeria,1898,17.5885833333333,DZA,192223.36,2037926.8,355530.12
Algeria,1899,18.5216333333333,DZA,194511.66,2053192.1,400316.44
Algeria,1900,17.6150166666667,DZA,196874.62,2068495.5,492722.5
Algeria,1901,17.3008833333333,DZA,199291.48,2084534.0,648784.44
Algeria,1902,17.8726666666667,DZA,201760.73,2099942.8,829089.9
